itinerary_id,search_date,flight_date,origin,destination,direction,hub,inbound_carrier,outbound_carrier,carrier_pair,cabin_pair,hub_arrival_local,hub_departure_local,hub_arrival_epoch,hub_departure_epoch,layover_minutes,night_overlap_minutes,crosses_local_midnight,long_layover_6h,source_offer_count,source_csv_rows
0154a5435ab3a634,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,DEN,UA,UA,UA / UA,coach / coach,2022-04-18T12:16:00-06:00,2022-04-18T13:37:00-06:00,1650305760,1650310620,81.0,0.0,0,0,1,153
d57bb7aa52630b98,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,DEN,UA,UA,UA / UA,coach / coach,2022-04-18T14:24:00-06:00,2022-04-18T16:02:00-06:00,1650313440,1650319320,98.0,0.0,0,0,1,154
d3921b38f8ef1c51,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,PHX,AA,AA,AA / AA,coach / coach,2022-04-18T12:19:00-07:00,2022-04-18T14:25:00-07:00,1650309540,1650317100,126.0,0.0,0,0,1,155
e44ae919f69e025c,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,DEN,UA,UA,UA / UA,coach / coach,2022-04-18T14:24:00-06:00,2022-04-18T17:20:00-06:00,1650313440,1650324000,176.0,0.0,0,0,1,156
8e6ff81a8e6862be,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,DEN,UA,UA,UA / UA,coach / coach,2022-04-18T12:16:00-06:00,2022-04-18T16:02:00-06:00,1650305760,1650319320,226.0,0.0,0,0,1,157
8665b44ccf3576e2,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,SFO,AS,AS,AS / AS,coach / coach,2022-04-18T22:48:00-07:00,2022-04-19T06:00:00-07:00,1650347280,1650373200,432.0,432.0,1,1,1,158
f24e0c876a7275a8,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,MSP,DL,DL,DL / DL,coach / coach,2022-04-18T10:28:00-05:00,2022-04-18T11:19:00-05:00,1650295680,1650298740,51.0,0.0,0,0,1,162
ebfe1408c73d16b2,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,MSP,DL,DL,DL / DL,coach / coach,2022-04-18T17:00:00-05:00,2022-04-18T18:02:00-05:00,1650319200,1650322920,62.0,0.0,0,0,1,163
ee3d8db0b4e3ed2b,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,MSP,DL,DL,DL / DL,coach / coach,2022-04-18T14:44:00-05:00,2022-04-18T18:02:00-05:00,1650311040,1650322920,198.0,0.0,0,0,1,164
bf58206a8fb6d3f8,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,SFO,AS,DL,AS / DL,coach / coach,2022-04-18T22:48:00-07:00,2022-04-19T06:00:00-07:00,1650347280,1650373200,432.0,432.0,1,1,1,165
0aa312af50de3f05,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,PHX,AA,AA,AA / AA,coach / coach,2022-04-18T19:30:00-07:00,2022-04-18T20:06:00-07:00,1650335400,1650337560,36.0,0.0,0,0,1,168
e496e6280eb9d912,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,EWR,DL,AS,DL / AS,coach / coach,2022-04-18T17:24:00-04:00,2022-04-18T20:29:00-04:00,1650317040,1650328140,185.0,0.0,0,0,1,170
faf91425e064402a,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,EWR,DL,AS,DL / AS,coach / coach,2022-04-18T15:35:00-04:00,2022-04-18T20:29:00-04:00,1650310500,1650328140,294.0,0.0,0,0,1,171
cd9dc7a490c66b2d,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,EWR,DL,AS,DL / AS,coach / coach,2022-04-18T19:03:00-04:00,2022-04-18T20:29:00-04:00,1650322980,1650328140,86.0,0.0,0,0,1,175
11881350637b6453,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,EWR,DL,AS,DL / AS,coach / coach,2022-04-18T15:35:00-04:00,2022-04-18T18:00:00-04:00,1650310500,1650319200,145.0,0.0,0,0,1,176
f52f14f2dcc3ce11,2022-04-16,2022-04-18,BOS,LAX,BOS-LAX,IAD,UA,AS,UA / AS,coach / coach,2022-04-18T16:25:00-04:00,2022-04-18T17:30:00-04:00,1650313500,1650317400,65.0,0.0,0,0,1,178
5417edd844e5f22a,2022-04-16,2022-04-18,LAX,BOS,LAX-BOS,DEN,UA,UA,UA / UA,coach / coach,2022-04-18T22:16:00-06:00,2022-04-18T23:00:00-06:00,1650341760,1650344400,44.0,44.0,0,0,1,202
3be4a67c2c3af81a,2022-04-16,2022-04-18,LAX,BOS,LAX-BOS,EWR,UA,UA,UA / UA,coach / coach,2022-04-18T16:23:00-04:00,2022-04-18T16:58:00-04:00,1650313380,1650315480,35.0,0.0,0,0,1,203
5863d85ca6536f86,2022-04-16,2022-04-18,LAX,BOS,LAX-BOS,DTW,DL,DL,DL / DL,coach / coach,2022-04-19T06:30:00-04:00,2022-04-19T07:30:00-04:00,1650364200,1650367800,60.0,0.0,0,0,1,204
9b5631285bfe0279,2022-04-16,2022-04-18,LAX,BOS,LAX-BOS,EWR,UA,UA,UA / UA,coach / coach,2022-04-19T06:50:00-04:00,2022-04-19T08:00:00-04:00,1650365400,1650369600,70.0,0.0,0,0,1,205
b76dbc522f95d28e,2022-04-16,2022-04-18,LAX,BOS,LAX-BOS,MSP,DL,DL,DL / DL,coach / coach,2022-04-18T06:36:00-05:00,2022-04-18T07:35:00-05:00,1650281760,1650285300,59.0,0.0,0,0,1,206
5bc84a8d9fd1a8b7,2022-04-16,2022-04-18,LAX,BOS,LAX-BOS,ORD,UA,UA,UA / UA,coach / coach,2022-04-19T06:03:00-05:00,2022-04-19T07:15:00-05:00,1650366180,1650370500,72.0,0.0,0,0,1,207
1488a4319210e7e5,2022-04-16,2022-04-18,LAX,BOS,LAX-BOS,DTW,DL,DL,DL / DL,coach / coach,2022-04-18T13:05:00-04:00,2022-04-18T14:15:00-04:00,1650301500,1650305700,70.0,0.0,0,0,1,208
